,queried_protein,hit_protein,length,evalue,score,gaps,sequence
17,B7FUM7,P0CQ34,430,1.63399e-161,1205.0,9,sp|P0CQ34.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Cryptococcus neoformans var. neoformans JEC21]
18,B7FUM7,B3LP64,433,3.22777e-161,1203.0,14,sp|B3LP64.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Saccharomyces cerevisiae RM11-1a] >sp|B5VQJ1.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Saccharomyces cerevisiae AWRI1631]
19,B7FUM7,A3LYS9,430,3.50211e-161,1203.0,10,sp|A3LYS9.1| RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase [Scheffersomyces stipitis CBS 6054]
0,B7FX91,B7FX91,468,0.0,2467.0,0,sp|B7FX91.1| RecName: Full=bZIP transcription factor 14 [Phaeodactylum tricornutum CCAP 1055/1]
1,B7FX91,P18289,289,0.00497768,98.0,2,sp|P18289.2| RecName: Full=Transcription factor Jra; AltName: Full=Jun-related antigen; AltName: Full=Transcription factor AP-1 subunit Jra; AltName: Full=dJRA; AltName: Full=dJun [Drosophila melanogaster]
2,B7FX91,Q501B2,409,0.00932644,97.0,1,sp|Q501B2.1| RecName: Full=bZIP transcription factor 16; Short=AtbZIP16 [Arabidopsis thaliana]
3,B7FX91,P27921,323,0.0138536,95.0,4,sp|P27921.1| RecName: Full=Transcription factor JunD; AltName: Full=Transcription factor AP-1 subunit JunD [Gallus gallus]
4,B7FX91,A7YY54,347,0.0295235,92.0,2,sp|A7YY54.1| RecName: Full=Transcription factor JunD; AltName: Full=Transcription factor AP-1 subunit JunD [Bos taurus]
5,B7FX91,P17535,347,0.0316731,92.0,2,sp|P17535.3| RecName: Full=Transcription factor JunD; AltName: Full=Transcription factor AP-1 subunit JunD [Homo sapiens]
6,B7FX91,P52909,341,0.032424,92.0,2,sp|P52909.1| RecName: Full=Transcription factor JunD; AltName: Full=Transcription factor AP-1 subunit JunD [Rattus norvegicus]
7,B7FX91,P15066,341,0.032424,92.0,2,sp|P15066.1| RecName: Full=Transcription factor JunD; AltName: Full=Transcription factor AP-1 subunit JunD [Mus musculus]
8,B7FX91,Q5R9C9,483,0.0385813,92.0,0,sp|Q5R9C9.1| RecName: Full=Cyclic AMP-dependent transcription factor ATF-7; Short=cAMP-dependent transcription factor ATF-7; AltName: Full=Activating transcription factor 7; AltName: Full=Transcription factor ATF-A [Pongo abelii]
9,B7FX91,O35426,267,0.199424,85.0,27,"sp|O35426.2| RecName: Full=X-box-binding protein 1; Short=XBP-1; AltName: Full=Tax-responsive element-binding protein 5; Short=TREB-5; Contains: RecName: Full=X-box-binding protein 1, cytoplasmic form; Contains: RecName: Full=X-box-binding protein 1, luminal form [Mus musculus]"
10,B7FX91,Q9NR55,127,0.461866,78.0,0,sp|Q9NR55.1| RecName: Full=Basic leucine zipper transcriptional factor ATF-like 3; Short=B-ATF-3; AltName: Full=21 kDa small nuclear factor isolated from T-cells; AltName: Full=Jun dimerization protein p21SNFT [Homo sapiens]
11,B7FX91,Q16520,125,0.569276,77.0,3,sp|Q16520.1| RecName: Full=Basic leucine zipper transcriptional factor ATF-like; AltName: Full=B-cell-activating transcription factor; Short=B-ATF; AltName: Full=SF-HT-activated gene 2 protein; Short=SFA-2 [Homo sapiens]
12,B7FX91,P16951,487,0.689364,81.0,0,sp|P16951.2| RecName: Full=Cyclic AMP-dependent transcription factor ATF-2; Short=cAMP-dependent transcription factor ATF-2; AltName: Full=Activating transcription factor 2; AltName: Full=MXBP protein; AltName: Full=cAMP response element-binding protein CRE-BP1 [Mus musculus]
13,B7FX91,P15336,505,0.697434,81.0,0,sp|P15336.4| RecName: Full=Cyclic AMP-dependent transcription factor ATF-2; Short=cAMP-dependent transcription factor ATF-2; AltName: Full=Activating transcription factor 2; AltName: Full=Cyclic AMP-responsive element-binding protein 2; Short=CREB-2; Short=cAMP-responsive element-binding protein 2; AltName: Full=HB16; AltName: Full=cAMP response element-binding protein CRE-BP1 [Homo sapiens]
14,B7FX91,Q00969,487,0.707521,81.0,0,sp|Q00969.2| RecName: Full=Cyclic AMP-dependent transcription factor ATF-2; Short=cAMP-dependent transcription factor ATF-2; AltName: Full=Activating transcription factor 2; AltName: Full=cAMP response element-binding protein CRE-BP1 [Rattus norvegicus]
15,B7FX91,O93602,487,0.726155,81.0,0,sp|O93602.1| RecName: Full=Cyclic AMP-dependent transcription factor ATF-2; Short=cAMP-dependent transcription factor ATF-2; AltName: Full=Activating transcription factor 2 [Gallus gallus]
16,B7FX91,E1BD44,125,1.30865,75.0,3,sp|E1BD44.1| RecName: Full=Basic leucine zipper transcriptional factor ATF-like; AltName: Full=B-cell-activating transcription factor; Short=B-ATF [Bos taurus]
17,B7FX91,D4A7E1,125,1.38591,74.0,3,sp|D4A7E1.1| RecName: Full=Basic leucine zipper transcriptional factor ATF-like; AltName: Full=B-cell-activating transcription factor; Short=B-ATF [Rattus norvegicus] >sp|O35284.1| RecName: Full=Basic leucine zipper transcriptional factor ATF-like; AltName: Full=B-cell-activating transcription factor; Short=B-ATF [Mus musculus]
18,B7FX91,P42774,315,1.54109,78.0,7,sp|P42774.2| RecName: Full=G-box-binding factor 1; Short=AtGBF1; AltName: Full=bZIP transcription factor 41; Short=AtbZIP41 [Arabidopsis thaliana]
19,B7FX91,Q54RZ9,372,7.06305,73.0,0,sp|Q54RZ9.1| RecName: Full=Probable basic-leucine zipper transcription factor G [Dictyostelium discoideum]
0,B7FXE8,B7FXE8,310,0.0,1640.0,0,sp|B7FXE8.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Phaeodactylum tricornutum CCAP 1055/1]
1,B7FXE8,A7RRZ8,358,1.20515e-65,541.0,32,sp|A7RRZ8.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Nematostella vectensis]
2,B7FXE8,A8N8Z0,336,3.43249e-63,523.0,47,sp|A8N8Z0.2| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Coprinopsis cinerea okayama7#130]
3,B7FXE8,D4AAT7,343,4.5952e-62,516.0,22,sp|D4AAT7.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; AltName: Full=Carbohydrate kinase domain-containing protein; AltName: Full=NAD(P)HX dehydratase; Flags: Precursor [Rattus norvegicus]
4,B7FXE8,Q8IW45,347,2.62829e-61,511.0,20,sp|Q8IW45.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; AltName: Full=Carbohydrate kinase domain-containing protein; AltName: Full=NAD(P)HX dehydratase [Homo sapiens]
5,B7FXE8,Q9CZ42,343,1.89471e-60,505.0,22,sp|Q9CZ42.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; AltName: Full=Carbohydrate kinase domain-containing protein; AltName: Full=NAD(P)HX dehydratase; Flags: Precursor [Mus musculus]
6,B7FXE8,E2QUI9,347,5.43586e-60,502.0,17,sp|E2QUI9.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; AltName: Full=Carbohydrate kinase domain-containing protein; AltName: Full=NAD(P)HX dehydratase; Flags: Precursor [Canis lupus familiaris]
7,B7FXE8,Q5R824,329,2.9113e-59,496.0,22,sp|Q5R824.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; AltName: Full=Carbohydrate kinase domain-containing protein; AltName: Full=NAD(P)HX dehydratase [Pongo abelii]
8,B7FXE8,O94347,327,1.45724e-58,491.0,22,sp|O94347.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Schizosaccharomyces pombe 972h-]
9,B7FXE8,Q94AF2,365,1.57094e-58,494.0,17,sp|Q94AF2.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; Flags: Precursor [Arabidopsis thaliana]
10,B7FXE8,E3XDZ8,295,1.66644e-58,488.0,21,sp|E3XDZ8.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Anopheles darlingi]
11,B7FXE8,F1Q575,330,3.07976e-58,489.0,27,sp|F1Q575.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; AltName: Full=NAD(P)HX dehydratase [Danio rerio]
12,B7FXE8,F6RCC2,359,1.37241e-57,487.0,24,sp|F6RCC2.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Ciona intestinalis]
13,B7FXE8,E1BNQ4,329,1.45272e-57,485.0,24,sp|E1BNQ4.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase; AltName: Full=Carbohydrate kinase domain-containing protein; AltName: Full=NAD(P)HX dehydratase; Flags: Precursor [Bos taurus]
14,B7FXE8,Q17NP0,332,6.3601e-57,481.0,23,sp|Q17NP0.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Aedes aegypti]
15,B7FXE8,Q7SHU9,353,8.41588e-57,481.0,51,sp|Q7SHU9.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Neurospora crassa OR74A]
16,B7FXE8,C7YKN8,349,1.1629e-56,480.0,29,sp|C7YKN8.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Fusarium vanettenii 77-13-4]
17,B7FXE8,E3L9T1,346,4.46614e-56,476.0,25,sp|E3L9T1.2| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase 2; AltName: Full=ATP-dependent NAD(P)HX dehydratase 2 [Puccinia graminis f. sp. tritici CRL 75-36-700-3]
18,B7FXE8,F6HDM2,354,8.62928e-56,475.0,19,sp|F6HDM2.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Vitis vinifera]
19,B7FXE8,C5Y210,381,1.49074e-55,475.0,28,sp|C5Y210.1| RecName: Full=ATP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ATP-dependent NAD(P)HX dehydratase [Sorghum bicolor]
0,B7FXW1,B7FXW1,348,0.0,1873.0,0,sp|B7FXW1.1| RecName: Full=Alternative squalene epoxidase; Short=AltSQE; AltName: Full=Alternative squalene monooxygenase [Phaeodactylum tricornutum CCAP 1055/1]
1,B7FXW1,Q4WB51,320,9.64193e-09,142.0,22,"sp|Q4WB51.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase erg3C; AltName: Full=C-5 sterol desaturase erg3C; AltName: Full=Ergosterol Delta(5,6) desaturase erg3C; AltName: Full=Ergosterol biosynthesis protein 3C; AltName: Full=Sterol-C5-desaturase erg3C [Aspergillus fumigatus Af293]"
2,B7FXW1,A0A0E0SNE8,323,1.73579e-07,132.0,18,"sp|A0A0E0SNE8.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase ERG3B; AltName: Full=C-5 sterol desaturase ERG3B; AltName: Full=Ergosterol Delta(5,6) desaturase ERG3B; AltName: Full=Ergosterol biosynthetic protein 3B [Fusarium graminearum PH-1]"
3,B7FXW1,Q4WIX5,335,4.285e-06,121.0,27,"sp|Q4WIX5.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase erg3B; AltName: Full=C-5 sterol desaturase erg3B; AltName: Full=Ergosterol Delta(5,6) desaturase erg3B; AltName: Full=Ergosterol biosynthesis protein 3B; AltName: Full=Sterol-C5-desaturase erg3B [Aspergillus fumigatus Af293]"
4,B7FXW1,P32353,365,4.54512e-06,122.0,21,"sp|P32353.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase ERG3; AltName: Full=C-5 sterol desaturase ERG3; AltName: Full=Ergosterol Delta(5,6) desaturase ERG3; AltName: Full=Ergosterol biosynthetic protein 3; AltName: Full=Sterol-C5-desaturase [Saccharomyces cerevisiae S288C]"
5,B7FXW1,Q7SBB6,344,9.53696e-06,119.0,18,"sp|Q7SBB6.1| RecName: Full=Probable Delta(7)-sterol 5(6)-desaturase; AltName: Full=C-5 sterol desaturase; AltName: Full=Ergosterol Delta(5,6) desaturase; AltName: Full=Sterol-C5-desaturase [Neurospora crassa OR74A]"
6,B7FXW1,Q754B9,351,3.25666e-05,115.0,37,"sp|Q754B9.2| RecName: Full=Delta(7)-sterol 5(6)-desaturase; AltName: Full=C-5 sterol desaturase; AltName: Full=Ergosterol Delta(5,6) desaturase; AltName: Full=Sterol-C5-desaturase [Eremothecium gossypii ATCC 10895]"
7,B7FXW1,Q8J207,356,4.97365e-05,113.0,11,"sp|Q8J207.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase; AltName: Full=C-5 sterol desaturase; AltName: Full=Ergosterol Delta(5,6) desaturase; AltName: Full=Sterol-C5-desaturase [Leptosphaeria maculans]"
8,B7FXW1,Q4WDL3,352,7.83815e-05,111.0,27,"sp|Q4WDL3.1| RecName: Full=Delta(7)-sterol 5(6)-desaturas erg3A; AltName: Full=C-5 sterol desaturase erg3A; AltName: Full=Ergosterol Delta(5,6) desaturase erg3A; AltName: Full=Ergosterol biosynthesis protein 3A; AltName: Full=Sterol-C5-desaturase erg3A [Aspergillus fumigatus Af293]"
9,B7FXW1,O75845,299,0.000119751,109.0,34,sp|O75845.2| RecName: Full=Lathosterol oxidase; AltName: Full=C-5 sterol desaturase; AltName: Full=Delta(7)-sterol 5-desaturase; AltName: Full=Delta(7)-sterol C5(6)-desaturase; AltName: Full=Lathosterol 5-desaturase; AltName: Full=Sterol-C5-desaturase [Homo sapiens]
10,B7FXW1,P50860,364,0.000122492,110.0,17,"sp|P50860.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase; AltName: Full=C-5 sterol desaturase; AltName: Full=Ergosterol Delta(5,6) desaturase; AltName: Full=Sterol-C5-desaturase [[Candida] glabrata CBS 138]"
11,B7FXW1,I1S1Q3,246,0.000130252,108.0,13,sp|I1S1Q3.1| RecName: Full=C-4 methylsterol oxidase ERG25; AltName: Full=Ergosterol biosynthetic protein 25; AltName: Full=Sterol-C4-methyl oxidase ERG25; Short=SMO [Fusarium graminearum PH-1]
12,B7FXW1,O88822,299,0.00013831,109.0,55,sp|O88822.2| RecName: Full=Lathosterol oxidase; AltName: Full=C-5 sterol desaturase; AltName: Full=Delta(7)-sterol 5-desaturase; AltName: Full=Delta(7)-sterol C5(6)-desaturase; AltName: Full=Lathosterol 5-desaturase; AltName: Full=Sterol-C5-desaturase [Mus musculus]
13,B7FXW1,Q9EQS5,299,0.000139561,109.0,45,sp|Q9EQS5.1| RecName: Full=Lathosterol oxidase; AltName: Full=C-5 sterol desaturase; AltName: Full=Delta(7)-sterol 5-desaturase; AltName: Full=Delta(7)-sterol C5(6)-desaturase; AltName: Full=Lathosterol 5-desaturase; AltName: Full=Sterol-C5-desaturase [Rattus norvegicus]
14,B7FXW1,O93875,386,0.000170005,109.0,15,"sp|O93875.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase; AltName: Full=C-5 sterol desaturase; AltName: Full=Ergosterol Delta(5,6) desaturase; AltName: Full=Ergosterol biosynthesis protein 3; AltName: Full=Sterol-C5-desaturase [Candida albicans]"
15,B7FXW1,Q9ZT29,271,0.000174741,108.0,10,sp|Q9ZT29.1| RecName: Full=Delta(7)-sterol-C5(6)-desaturase; AltName: Full=Delta(7)-sterol-C5-desaturase; AltName: Full=Delta-7-C-5 sterol desaturase [Nicotiana tabacum]
16,B7FXW1,Q59VG6,386,0.000180917,109.0,15,"sp|Q59VG6.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase ERG3; AltName: Full=C-5 sterol desaturase ERG3; AltName: Full=Ergosterol Delta(5,6) desaturase erg3; AltName: Full=Ergosterol biosynthesis protein 3; AltName: Full=Sterol-C5-desaturase ERG3 [Candida albicans SC5314]"
17,B7FXW1,Q8NJ57,386,0.000287143,107.0,15,"sp|Q8NJ57.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase; AltName: Full=C-5 sterol desaturase; AltName: Full=Ergosterol Delta(5,6) desaturase; AltName: Full=Sterol-C5-desaturase [Candida dubliniensis CD36]"
18,B7FXW1,P53045,309,0.000307345,106.0,15,sp|P53045.1| RecName: Full=C-4 methylsterol oxidase ERG25; AltName: Full=Ergosterol biosynthetic protein 25; AltName: Full=Sterol-C4-methyl oxidase ERG25; Short=SMO [Saccharomyces cerevisiae S288C]
19,B7FXW1,I1RFM2,349,0.000856796,103.0,25,"sp|I1RFM2.1| RecName: Full=Delta(7)-sterol 5(6)-desaturase ERG3A; AltName: Full=C-5 sterol desaturase ERG3A; AltName: Full=Ergosterol Delta(5,6) desaturase ERG3A; AltName: Full=Ergosterol biosynthetic protein 3A [Fusarium graminearum PH-1]"
0,B7G267,B7G267,306,0.0,1610.0,0,sp|B7G267.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Phaeodactylum tricornutum CCAP 1055/1]
1,B7G267,B8C4D7,275,8.02324e-33,313.0,33,sp|B8C4D7.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Thalassiosira pseudonana]
2,B7G267,B4Q5Z1,248,3.11537e-20,224.0,33,sp|B4Q5Z1.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila simulans]
3,B7G267,B4HXL7,248,7.92884e-20,221.0,33,sp|B4HXL7.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila sechellia]
4,B7G267,Q9V3Y2,248,1.91499e-19,218.0,33,sp|Q9V3Y2.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila melanogaster]
5,B7G267,B4NYT3,248,2.36865e-19,217.0,33,sp|B4NYT3.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila yakuba]
6,B7G267,B3N5N3,248,8.04862e-19,214.0,33,sp|B3N5N3.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila erecta]
7,B7G267,B4GK79,247,1.98035e-18,211.0,36,sp|B4GK79.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila persimilis] >sp|Q29P70.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila pseudoobscura pseudoobscura]
8,B7G267,Q6FI81,312,2.19407e-18,214.0,4,sp|Q6FI81.2| RecName: Full=Anamorsin; AltName: Full=Cytokine-induced apoptosis inhibitor 1; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Homo sapiens]
9,B7G267,O15692,256,4.34935e-18,209.0,23,sp|O15692.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Dictyostelium discoideum]
10,B7G267,B9RBT0,274,6.13545e-18,209.0,34,sp|B9RBT0.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Ricinus communis]
11,B7G267,Q5EAC7,310,1.17026e-17,208.0,6,sp|Q5EAC7.1| RecName: Full=Anamorsin; AltName: Full=Cytokine-induced apoptosis inhibitor 1; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Bos taurus]
12,B7G267,B4KLC0,248,1.61417e-17,204.0,35,sp|B4KLC0.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila mojavensis]
13,B7G267,B4MZ79,253,2.27468e-17,204.0,42,sp|B4MZ79.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila willistoni]
14,B7G267,B4LRY2,248,4.09727e-17,201.0,23,sp|B4LRY2.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila virilis]
15,B7G267,C3YFB4,309,9.20458e-17,202.0,7,sp|C3YFB4.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Branchiostoma floridae]
16,B7G267,Q8WTY4,309,1.11979e-16,201.0,5,sp|Q8WTY4.1| RecName: Full=Anamorsin; AltName: Full=Cytokine-induced apoptosis inhibitor 1; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Mus musculus]
17,B7G267,Q5XID1,309,1.27188e-16,201.0,5,sp|Q5XID1.1| RecName: Full=Anamorsin; AltName: Full=Cytokine-induced apoptosis inhibitor 1; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Rattus norvegicus]
18,B7G267,B3MLC5,248,1.79629e-16,197.0,35,sp|B3MLC5.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Drosophila ananassae]
19,B7G267,A9V767,282,2.00505e-16,198.0,9,sp|A9V767.1| RecName: Full=Anamorsin homolog; AltName: Full=Fe-S cluster assembly protein DRE2 homolog [Monosiga brevicollis]
0,B7G3Y9,B7G3Y9,314,0.0,1701.0,0,"sp|B7G3Y9.1| RecName: Full=Lipoyl synthase 2, mitochondrial; AltName: Full=Lipoate synthase 2; Short=LS 2; Short=Lip-syn 2; AltName: Full=Lipoic acid synthase 2 [Phaeodactylum tricornutum CCAP 1055/1]"
1,B7G3Y9,Q7RBD6,502,1.27118e-152,1131.0,11,"sp|Q7RBD6.1| RecName: Full=Lipoyl synthase, apicoplast; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Plasmodium yoelii yoelii]"
2,B7G3Y9,Q8IDQ0,415,2.57205e-148,1094.0,12,"sp|Q8IDQ0.1| RecName: Full=Lipoyl synthase, apicoplast; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Plasmodium falciparum 3D7]"
3,B7G3Y9,A5K883,442,1.05941e-141,1053.0,11,"sp|A5K883.1| RecName: Full=Lipoyl synthase, apicoplast; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Plasmodium vivax Sal-1]"
4,B7G3Y9,B3L8F2,442,2.12839e-140,1044.0,11,"sp|B3L8F2.1| RecName: Full=Lipoyl synthase, apicoplast; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Plasmodium knowlesi strain H]"
5,B7G3Y9,Q86G50,543,1.24471e-139,1049.0,4,"sp|Q86G50.1| RecName: Full=Lipoyl synthase, apicoplast; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Toxoplasma gondii]"
6,B7G3Y9,B9RX57,364,1.35251e-137,1018.0,16,"sp|B9RX57.1| RecName: Full=Lipoyl synthase, chloroplastic; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoate synthase, plastidial; Short=LIP1p; AltName: Full=Lipoic acid synthase; Flags: Precursor [Ricinus communis]"
7,B7G3Y9,B8B016,384,6.69186e-137,1016.0,22,"sp|B8B016.1| RecName: Full=Lipoyl synthase 2, chloroplastic; AltName: Full=Lipoate synthase 2; Short=LS 2; Short=Lip-syn 2; AltName: Full=Lipoate synthase, plastidial 2; Short=LIP1p 2; AltName: Full=Lipoic acid synthase 2; Flags: Precursor [Oryza sativa Indica Group]"
8,B7G3Y9,Q6L534,384,8.24698e-136,1008.0,22,"sp|Q6L534.1| RecName: Full=Lipoyl synthase 2, chloroplastic; AltName: Full=Lipoate synthase 2; Short=LS 2; Short=Lip-syn 2; AltName: Full=Lipoate synthase, plastidial 2; Short=LIP1p 2; AltName: Full=Lipoic acid synthase 2; Flags: Precursor [Oryza sativa Japonica Group]"
9,B7G3Y9,Q6PHG4,399,4.1648e-134,999.0,16,"sp|Q6PHG4.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Danio rerio]"
10,B7G3Y9,A3GGJ5,398,6.43953e-134,997.0,15,"sp|A3GGJ5.2| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase; Flags: Precursor [Scheffersomyces stipitis CBS 6054]"
11,B7G3Y9,Q6CLS2,370,1.40552e-133,992.0,17,"sp|Q6CLS2.1| RecName: Full=Lipoyl synthase, mitochondrial; AltName: Full=Lipoate synthase; Short=LS; Short=Lip-syn; AltName: Full=Lipoic acid synthase [Kluyveromyces lactis NRRL Y-1140]"
