Hit,DB,Protein1,Protein2,Organism,Length,Score,Identities,Positives,E
14,swissprot,B7G267,B4MZ79,Drosophila willistoni,253,204.0,26.88,38.34,2.27468e-17
15,swissprot,B7G267,B4LRY2,Drosophila virilis,248,201.0,29.03,42.34,4.09727e-17
16,swissprot,B7G267,C3YFB4,Branchiostoma floridae,309,202.0,13.92,16.50,9.20458e-17
17,swissprot,B7G267,Q8WTY4,Mus musculus,309,201.0,15.21,18.45,1.11979e-16
18,swissprot,B7G267,Q5XID1,Rattus norvegicus,309,201.0,15.21,18.77,1.27188e-16
19,swissprot,B7G267,B3MLC5,Drosophila ananassae,248,197.0,28.23,42.74,1.79629e-16
20,swissprot,B7G267,A9V767,Monosiga brevicollis,282,198.0,14.89,17.73,2.00505e-16
1,swissprot,B7G3Y9,B7G3Y9,Phaeodactylum tricornutum CCAP 1055/1,314,1701.0,100.00,100.00,0.0
2,swissprot,B7G3Y9,Q7RBD6,Plasmodium yoelii yoelii,502,1131.0,38.65,49.40,1.27118e-152
3,swissprot,B7G3Y9,Q8IDQ0,Plasmodium falciparum 3D7,415,1094.0,45.54,59.28,2.57205e-148
4,swissprot,B7G3Y9,A5K883,Plasmodium vivax Sal-1,442,1053.0,42.53,54.98,1.05941e-141
5,swissprot,B7G3Y9,B3L8F2,Plasmodium knowlesi strain H,442,1044.0,42.31,54.75,2.12839e-140
6,swissprot,B7G3Y9,Q86G50,Toxoplasma gondii,543,1049.0,36.83,43.28,1.24471e-139
7,swissprot,B7G3Y9,B9RX57,Ricinus communis,364,1018.0,51.65,64.56,1.35251e-137
8,swissprot,B7G3Y9,B8B016,Oryza sativa Indica Group,384,1016.0,49.22,62.50,6.69186e-137
9,swissprot,B7G3Y9,Q6L534,Oryza sativa Japonica Group,384,1008.0,48.96,62.50,8.24698e-136
10,swissprot,B7G3Y9,Q6PHG4,Danio rerio,399,999.0,45.86,57.64,4.1648e-134
11,swissprot,B7G3Y9,A3GGJ5,Scheffersomyces stipitis CBS 6054,398,997.0,46.48,55.03,6.43953e-134
12,swissprot,B7G3Y9,Q6CLS2,Kluyveromyces lactis NRRL Y-1140,370,992.0,50.00,62.16,1.40552e-133
13,swissprot,B7G3Y9,Q8LEE8,Arabidopsis thaliana,394,994.0,47.97,62.18,1.81043e-133
14,swissprot,B7G3Y9,C5JVC1,Blastomyces gilchristii SLH14081,430,992.0,43.02,52.79,1.09102e-132
15,swissprot,B7G3Y9,C5GPL2,Blastomyces dermatitidis ER-3,430,992.0,43.02,52.79,1.09102e-132
16,swissprot,B7G3Y9,B9I666,Populus trichocarpa,376,986.0,51.06,63.56,1.70582e-132
17,swissprot,B7G3Y9,Q6GQ48,Xenopus laevis,372,985.0,47.58,61.29,1.79387e-132
18,swissprot,B7G3Y9,B6K4J2,Schizosaccharomyces japonicus yFS275,377,985.0,48.28,59.68,2.03349e-132
19,swissprot,B7G3Y9,Q7SF84,Neurospora crassa OR74A,430,989.0,42.09,53.02,2.94277e-132
20,swissprot,B7G3Y9,B9N2B0,Populus trichocarpa,397,986.0,48.11,61.21,3.34379e-132
1,swissprot,B7G5J1,B7G5J1,GM37,587,3150.0,100.00,100.00,0.0
2,swissprot,B7G5J1,Q3MHN8,GM37,497,457.0,25.96,40.85,6.16103e-49
3,swissprot,B7G5J1,F4NUJ6,GM37,475,441.0,27.58,42.53,6.22939e-47
4,swissprot,B7G5J1,Q5KBP2,GM37,543,444.0,22.65,35.36,8.09354e-47
5,swissprot,B7G5J1,F6VSS6,GM37,494,435.0,24.90,40.08,6.58688e-46
6,swissprot,B7G5J1,F5HAU9,GM37,475,432.0,23.79,37.47,1.34329e-45
7,swissprot,B7G5J1,Q32P41,GM37,509,425.0,25.34,38.90,2.2777e-44
8,swissprot,B7G5J1,D3BT31,GM37,426,417.0,30.75,47.42,5.03579e-44
9,swissprot,B7G5J1,Q54WD6,GM37,460,419.0,24.78,40.43,5.66358e-44
10,swissprot,B7G5J1,A8N339,GM37,457,416.0,26.70,39.82,1.54779e-43
11,swissprot,B7G5J1,D0NLC2,GM37,411,409.0,27.98,43.55,4.86151e-43
12,swissprot,B7G5J1,B8A5G9,GM37,480,413.0,24.58,37.29,5.03817e-43
13,swissprot,B7G5J1,F6H2F8,GM37,608,419.0,20.39,30.43,5.69308e-43
14,swissprot,B7G5J1,A9T6G5,GM37,480,412.0,23.33,36.67,6.9999e-43
15,swissprot,B7G5J1,F7GSQ4,GM37,509,414.0,24.56,39.29,8.00357e-43
16,swissprot,B7G5J1,Q9D0C4,GM37,501,409.0,24.35,38.52,2.89844e-42
17,swissprot,B7G5J1,Q93YU6,GM37,468,406.0,26.07,39.32,4.23006e-42
18,swissprot,B7G5J1,Q95KJ2,GM37,509,407.0,24.36,38.90,6.99941e-42
19,swissprot,B7G5J1,Q6NQ64,GM37,619,410.0,18.26,26.66,1.05458e-41
20,swissprot,B7G5J1,B5DPF1,GM37,440,400.0,22.73,37.73,1.59774e-41
1,swissprot,B7G6D3,B7G6D3,Phaeodactylum tricornutum CCAP 1055/1,337,1788.0,100.00,100.00,0.0
2,swissprot,B7G6D3,A7F075,Sclerotinia sclerotiorum 1980 UF-70,432,411.0,18.06,26.16,2.50329e-45
3,swissprot,B7G6D3,A6SDT7,Botrytis cinerea B05.10,431,410.0,17.87,26.22,3.53875e-45
4,swissprot,B7G6D3,B0XPP3,Aspergillus fumigatus A1163,413,408.0,18.64,27.36,4.42415e-45
5,swissprot,B7G6D3,A1D3V4,Aspergillus fischeri NRRL 181,435,407.0,17.70,25.98,9.90333e-45
6,swissprot,B7G6D3,A1CQZ0,Aspergillus clavatus NRRL 1,429,406.0,17.72,26.11,1.11991e-44
7,swissprot,B7G6D3,Q4PEQ5,Ustilago maydis 521,402,403.0,19.15,27.61,2.07143e-44
8,swissprot,B7G6D3,A6R7B8,Histoplasma mississippiense (nom. inval.),356,399.0,21.63,31.18,3.06668e-44
9,swissprot,B7G6D3,Q75B43,Eremothecium gossypii ATCC 10895,452,404.0,17.48,24.34,4.20903e-44
10,swissprot,B7G6D3,Q2UCB7,Aspergillus oryzae RIB40,419,393.0,21.00,30.55,9.10072e-43
11,swissprot,B7G6D3,Q7S4N5,Neurospora crassa OR74A,426,389.0,17.37,26.06,3.23986e-42
12,swissprot,B7G6D3,A5D9W7,Meyerozyma guilliermondii ATCC 6260,410,379.0,21.71,31.22,7.72657e-41
13,swissprot,B7G6D3,A3LSY7,Scheffersomyces stipitis CBS 6054,403,372.0,20.60,29.03,5.82115e-40
14,swissprot,B7G6D3,A1D611,Aspergillus fischeri NRRL 181,411,373.0,20.92,30.41,6.3629e-40
15,swissprot,B7G6D3,B0Y081,Aspergillus fumigatus A1163,408,372.0,21.08,30.64,6.67264e-40
16,swissprot,B7G6D3,A1CL82,Aspergillus clavatus NRRL 1,410,372.0,20.73,30.00,7.60709e-40
17,swissprot,B7G6D3,O74477,Schizosaccharomyces pombe 972h-,425,371.0,20.00,30.12,1.29736e-39
18,swissprot,B7G6D3,Q6BH13,Debaryomyces hansenii CBS767,440,367.0,18.41,25.45,7.84547e-39
19,swissprot,B7G6D3,A2QU58,Aspergillus niger CBS 513.88,438,366.0,19.18,27.85,1.04428e-38
20,swissprot,B7G6D3,Q0CQL9,Aspergillus terreus NIH2624,378,361.0,22.22,32.01,1.39369e-38
1,swissprot,B7G7Y7,B7G7Y7,Phaeodactylum tricornutum CCAP 1055/1,421,2251.0,100.00,100.00,0.0
2,swissprot,B7G7Y7,B8C6S5,Thalassiosira pseudonana,390,1321.0,68.21,79.49,0.0
3,swissprot,B7G7Y7,Q178M1,Aedes aegypti,380,980.0,53.16,70.53,7.55311e-130
4,swissprot,B7G7Y7,A7RRJ0,Nematostella vectensis,377,979.0,53.32,69.76,8.96294e-130
5,swissprot,B7G7Y7,Q7Q323,Anopheles gambiae,383,977.0,53.52,68.93,2.70786e-129
6,swissprot,B7G7Y7,D0MY34,Phytophthora infestans T30-4,389,962.0,51.16,67.61,5.05599e-127
7,swissprot,B7G7Y7,C3ZBT0,Branchiostoma floridae,380,959.0,53.42,70.53,1.19922e-126
8,swissprot,B7G7Y7,O65251,Arabidopsis thaliana,383,950.0,51.17,67.36,3.07839e-125
9,swissprot,B7G7Y7,Q6TNU4,Danio rerio,380,945.0,50.53,69.74,1.64105e-124
10,swissprot,B7G7Y7,B4LM90,Drosophila virilis,386,941.0,50.26,68.65,6.92639e-124
11,swissprot,B7G7Y7,C1BM18,Osmerus mordax,380,940.0,50.79,70.00,7.52754e-124
12,swissprot,B7G7Y7,Q5ZLN4,Gallus gallus,381,939.0,50.92,69.82,1.31193e-123
13,swissprot,B7G7Y7,B4HTA1,Drosophila sechellia,385,936.0,51.17,68.31,3.5007e-123
14,swissprot,B7G7Y7,Q5I4H3,Xiphophorus maculatus,380,935.0,49.21,68.42,4.9975e-123
15,swissprot,B7G7Y7,B4KNM1,Drosophila mojavensis,388,935.0,50.00,68.56,6.66101e-123
16,swissprot,B7G7Y7,B3RVF0,Trichoplax adhaerens,377,932.0,50.66,67.90,1.2851e-122
17,swissprot,B7G7Y7,B4QIG6,Drosophila simulans,385,931.0,50.91,68.31,1.93096e-122
18,swissprot,B7G7Y7,B3MDA3,Drosophila ananassae,388,929.0,49.74,66.49,5.67522e-122
19,swissprot,B7G7Y7,Q7K7A9,Drosophila melanogaster,385,927.0,50.65,68.31,1.0649e-121
20,swissprot,B7G7Y7,C3KJE6,Anoplopoma fimbria,380,924.0,49.47,70.26,2.37528e-121
1,swissprot,B7G816,B7G816,Phaeodactylum tricornutum CCAP 1055/1,693,3696.0,100.00,100.00,0.0
2,swissprot,B7G816,B8BYH3,Thalassiosira pseudonana,706,2580.0,70.82,80.03,0.0
3,swissprot,B7G816,B0JQT7,Microcystis aeruginosa NIES-843,603,2218.0,69.32,81.09,0.0
4,swissprot,B7G816,B7KJX0,Gloeothece citriformis PCC 7424,604,2216.0,68.21,81.29,0.0
5,swissprot,B7G816,B8HLK8,Cyanothece sp. PCC 7425,603,2215.0,68.99,80.93,0.0
6,swissprot,B7G816,B0C9R9,Acaryochloris marina MBIC11017,603,2209.0,68.33,81.43,0.0
7,swissprot,B7G816,Q8DM20,Thermosynechococcus vestitus BP-1,603,2179.0,67.50,80.93,0.0
8,swissprot,B7G816,B1XK44,Synechococcus sp. PCC 7002,602,2177.0,69.44,81.40,0.0
9,swissprot,B7G816,Q31R08,Synechococcus elongatus PCC 7942 = FACHB-805,604,2167.0,69.21,81.62,0.0
10,swissprot,B7G816,B7K3Z7,Rippkaea orientalis PCC 8801,603,2166.0,69.49,81.26,0.0
11,swissprot,B7G816,Q5N390,Synechococcus elongatus PCC 6301,604,2158.0,69.04,81.46,0.0
12,swissprot,B7G816,B9F2U5,Oryza sativa Japonica Group,680,2155.0,59.85,72.21,0.0
13,swissprot,B7G816,Q9FNM5,Arabidopsis thaliana,681,2153.0,60.94,74.30,0.0
14,swissprot,B7G816,A2CBG9,Prochlorococcus marinus str. MIT 9303,604,2151.0,69.37,80.79,0.0
15,swissprot,B7G816,P74751,Synechocystis sp. PCC 6803 substr. Kazusa,603,2150.0,68.99,81.59,0.0
16,swissprot,B7G816,B1WWD8,Crocosphaera subtropica ATCC 51142,603,2148.0,68.16,80.93,0.0
17,swissprot,B7G816,Q7V8S4,Prochlorococcus marinus str. MIT 9313,604,2143.0,69.04,80.79,0.0
18,swissprot,B7G816,A5GRE6,Synechococcus sp. RCC307,604,2134.0,69.04,80.46,0.0
19,swissprot,B7G816,Q112D2,Trichodesmium erythraeum IMS101,601,2134.0,69.22,80.87,0.0
20,swissprot,B7G816,Q8YU48,Nostoc sp. PCC 7120 = FACHB-418,603,2133.0,68.16,80.76,0.0
1,swissprot,B7GCG7,B7GCG7,Phaeodactylum tricornutum CCAP 1055/1,133,702.0,100.00,100.00,5.31141e-96
2,swissprot,B7GCG7,Q9ZWT2,Arabidopsis thaliana,140,241.0,42.86,58.57,7.26421e-26
3,swissprot,B7GCG7,P49098,Nicotiana tabacum,136,240.0,40.44,55.15,1.17138e-25
4,swissprot,B7GCG7,P49097,Cuscuta reflexa,135,236.0,37.04,50.37,4.43004e-25
5,swissprot,B7GCG7,Q9HFV1,Rhizopus stolonifer,131,231.0,40.46,59.54,1.89842e-24
6,swissprot,B7GCG7,Q9P5L0,Neurospora crassa OR74A,139,232.0,41.01,57.55,2.15813e-24
7,swissprot,B7GCG7,P49099,Nicotiana tabacum,135,229.0,37.04,48.15,5.14813e-24
8,swissprot,B7GCG7,Q9Y706,Mortierella alpina,130,228.0,40.77,60.00,5.71481e-24
9,swissprot,B7GCG7,P49100,Oryza sativa Japonica Group,137,223.0,33.58,50.36,3.3934e-23
10,swissprot,B7GCG7,Q874I5,Candida tropicalis,129,223.0,41.09,62.02,3.5974e-23
11,swissprot,B7GCG7,P40934,Brassica oleracea var. botrytis,134,221.0,36.57,54.48,7.46117e-23
12,swissprot,B7GCG7,O04354,Borago officinalis,132,220.0,34.09,46.97,9.38049e-23
13,swissprot,B7GCG7,O48845,Arabidopsis thaliana,134,214.0,34.33,50.00,7.83295e-22
14,swissprot,B7GCG7,Q42342,Arabidopsis thaliana,134,214.0,32.09,50.00,8.17973e-22
15,swissprot,B7GCG7,O43169,Homo sapiens,150,215.0,31.33,49.33,9.71781e-22
16,swissprot,B7GCG7,P40312,Saccharomyces cerevisiae S288C,120,212.0,39.17,61.67,1.03703e-21
17,swissprot,B7GCG7,Q9V4N3,Drosophila melanogaster,134,211.0,33.58,55.97,2.38928e-21
18,swissprot,B7GCG7,P00172,Sus scrofa,134,209.0,35.07,56.72,4.017e-21
19,swissprot,B7GCG7,P00170,Equus caballus,134,207.0,31.34,42.54,8.75504e-21
20,swissprot,B7GCG7,P00171,Bos taurus,134,207.0,35.82,55.22,9.3422e-21
1,swissprot,B7GDS0,B7GDS0,Phaeodactylum tricornutum CCAP 1055/1,583,3078.0,100.00,100.00,0.0
2,swissprot,B7GDS0,Q8DMC5,Thermosynechococcus vestitus BP-1,385,131.0,16.36,26.75,8.31483e-07
3,swissprot,B7GDS0,P73276,Synechocystis sp. PCC 6803 substr. Kazusa,434,126.0,7.60,12.21,3.46519e-06
4,swissprot,B7GDS0,Q2JWK9,Synechococcus sp. JA-3-3Ab,377,112.0,7.69,13.26,0.000146502
5,swissprot,B7GDS0,B7K3M6,Rippkaea orientalis PCC 8801,391,111.0,7.16,13.55,0.000246636
6,swissprot,B7GDS0,B0JK50,Microcystis aeruginosa NIES-843,384,110.0,6.77,14.06,0.000297225
7,swissprot,B7GDS0,P23837,Escherichia coli K-12,486,110.0,6.58,11.93,0.000373126
8,swissprot,B7GDS0,Q8X739,Escherichia coli O157:H7,486,110.0,6.58,11.93,0.000376373
9,swissprot,B7GDS0,Q83RR1,Shigella flexneri,486,110.0,6.58,11.93,0.000379649
10,swissprot,B7GDS0,Q8FIB8,Escherichia coli CFT073,486,109.0,6.58,11.93,0.00039991
11,swissprot,B7GDS0,Q8Z7H3,Salmonella enterica subsp. enterica serovar Typhi,487,109.0,6.37,11.70,0.000432828
12,swissprot,B7GDS0,D0ZV89,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,487,109.0,6.37,11.70,0.000444225
13,swissprot,B7GDS0,B1WYT4,Crocosphaera subtropica ATCC 51142,382,107.0,6.54,13.87,0.000601167
14,swissprot,B7GDS0,Q2JKD9,Synechococcus sp. JA-2-3B'a(2-13),377,105.0,7.16,11.67,0.00104142
15,swissprot,B7GDS0,Q55630,Synechocystis sp. PCC 6803 substr. Kazusa,383,103.0,7.05,13.84,0.00199457
16,swissprot,B7GDS0,Q7BWI3,Prochlorococcus marinus subsp. marinus str. CCMP1375,381,102.0,7.87,12.60,0.00249364
17,swissprot,B7GDS0,B2J946,Nostoc punctiforme PCC 73102,401,100.0,7.98,12.72,0.00505146
18,swissprot,B7GDS0,B7KFU0,Gloeothece citriformis PCC 7424,393,97.0,5.85,12.21,0.00983968
19,swissprot,B7GDS0,P10047,Rhizobium leguminosarum,622,98.0,4.66,5.79,0.0102697
20,swissprot,B7GDS0,P19906,Vibrio alginolyticus,350,96.0,8.86,14.00,0.0125661
1,swissprot,P10887,P10887,Nitzschia alba,32,153.0,100.00,100.00,2.49409e-15
2,swissprot,P10887,P83373,Fragaria x ananassa,339,120.0,7.08,8.85,9.68359e-09
3,swissprot,P10887,Q42686,Chlamydomonas reinhardtii,373,118.0,6.17,7.77,1.71566e-08
4,swissprot,P10887,Q9ZP06,Arabidopsis thaliana,341,117.0,6.74,8.50,1.944e-08
5,swissprot,P10887,Q43744,Brassica napus,341,117.0,6.74,8.50,2.12338e-08
6,swissprot,P10887,P46487,Eucalyptus gunnii,347,117.0,6.63,8.65,2.4379e-08
7,swissprot,P10887,P17783,Citrullus lanatus,347,116.0,6.63,8.65,2.7422e-08
8,swissprot,P10887,Q9LKA3,Arabidopsis thaliana,341,116.0,6.74,8.21,3.14321e-08
9,swissprot,P10887,P83778,Candida albicans SC5314,337,113.0,6.53,8.01,7.02004e-08
10,swissprot,P10887,Q9SN86,Arabidopsis thaliana,403,112.0,5.71,6.70,1.04844e-07
11,swissprot,P10887,P04636,Rattus norvegicus,338,108.0,6.80,7.99,3.90415e-07
12,swissprot,P10887,Q32LG3,Bos taurus,338,108.0,6.80,7.99,3.98146e-07
13,swissprot,P10887,Q5NVR2,Pongo abelii,338,108.0,6.80,7.99,4.02068e-07
14,swissprot,P10887,P40926,Homo sapiens,338,108.0,6.80,7.99,4.02068e-07
15,swissprot,P10887,Q4R568,Macaca fascicularis,338,108.0,6.80,7.99,4.1003e-07
16,swissprot,P10887,P08249,Mus musculus,338,108.0,6.80,7.99,4.1003e-07
17,swissprot,P10887,K0J107,Felis catus,338,108.0,6.80,7.99,4.18149e-07
18,swissprot,P10887,P00346,Sus scrofa,338,108.0,6.80,7.99,4.22268e-07
19,swissprot,P10887,Q9Y7R8,Schizosaccharomyces pombe 972h-,341,106.0,6.16,8.21,6.37405e-07
20,swissprot,P10887,P17505,Saccharomyces cerevisiae S288C,334,102.0,6.59,7.78,2.2143e-06
1,swissprot,P24673,P24673,Cylindrotheca sp. (STRAIN N1),490,2647.0,100.00,100.00,0.0
2,swissprot,P24673,A0T0N6,Thalassiosira pseudonana,490,2479.0,93.06,97.35,0.0
3,swissprot,P24673,O98945,Detonula confervacea,490,2469.0,92.04,97.14,0.0
4,swissprot,P24673,P49520,Trieres chinensis,490,2468.0,92.86,97.14,0.0
5,swissprot,P24673,Q9TK52,Phaeodactylum tricornutum CCAP 1055/1,490,2460.0,91.84,96.73,0.0
6,swissprot,P24673,O98947,Thalassiosira nordenskioeldii,490,2442.0,91.63,96.33,0.0
7,swissprot,P24673,Q09119,Porphyridium aerugineum,488,2306.0,86.27,93.85,0.0
8,swissprot,P24673,P14959,Olisthodiscus luteus,488,2289.0,85.66,94.88,0.0
9,swissprot,P24673,Q85G81,Cyanidioschyzon merolae strain 10D,488,2289.0,84.84,93.85,0.0
10,swissprot,P24673,Q760S7,Neoporphyra dentata,488,2267.0,83.61,93.24,0.0
11,swissprot,P24673,Q760R9,Neopyropia katadae,488,2267.0,83.61,93.24,0.0
12,swissprot,P24673,Q760R7,Porphyra umbilicalis,488,2267.0,84.02,93.03,0.0
13,swissprot,P24673,P50255,Pyropia suborbiculata,488,2264.0,83.40,93.24,0.0
14,swissprot,P24673,P51226,Porphyra purpurea,488,2263.0,83.81,92.83,0.0
15,swissprot,P24673,Q760R5,Neoporphyra haitanensis,488,2263.0,83.61,93.24,0.0
16,swissprot,P24673,Q6B8P0,Gracilaria tenuistipitata var. liui,488,2259.0,84.22,92.62,0.0
17,swissprot,P24673,P37393,Cyanidium caldarium,488,2254.0,84.02,92.62,0.0
18,swissprot,P24673,P23651,Pylaiella littoralis,488,2252.0,83.20,92.42,0.0
19,swissprot,P24673,P14957,Guillardia theta,488,2233.0,82.99,91.39,0.0
20,swissprot,P24673,Q08051,Chrysotila carterae,488,2225.0,82.17,92.42,0.0
1,swissprot,P24683,P24683,Cylindrotheca sp. (STRAIN N1),139,754.0,100.00,100.00,8.16738e-104
2,swissprot,P24683,O98948,Thalassiosira nordenskioeldii,139,673.0,86.33,92.81,1.95686e-91
3,swissprot,P24683,O98946,Detonula confervacea,139,672.0,87.77,92.81,2.51871e-91
4,swissprot,P24683,P49521,Trieres chinensis,139,661.0,86.33,90.65,1.39791e-89
5,swissprot,P24683,P23652,Pylaiella littoralis,139,593.0,76.26,86.33,3.33581e-79
6,swissprot,P24683,P24395,Ectocarpus siliculosus,139,588.0,74.82,86.33,1.88739e-78
7,swissprot,P24683,P51227,Porphyra purpurea,138,522.0,66.67,81.88,2.22951e-68
8,swissprot,P24683,Q09125,Porphyridium aerugineum,138,518.0,67.39,82.61,7.8652e-68
9,swissprot,P24683,P14961,Olisthodiscus luteus,139,513.0,63.31,79.86,5.53333e-67
10,swissprot,P24683,P14960,Guillardia theta,139,512.0,69.78,79.14,7.77244e-67
11,swissprot,P24683,Q08052,Chrysotila carterae,139,511.0,62.59,81.29,1.04493e-66
12,swissprot,P24683,Q760S6,Neoporphyra dentata,138,509.0,65.22,81.16,1.97383e-66
13,swissprot,P24683,Q760R8,Neopyropia katadae,138,507.0,65.22,81.16,4.20501e-66
14,swissprot,P24683,Q760T4,Neopyropia yezoensis,138,507.0,65.22,81.16,4.49085e-66
15,swissprot,P24683,Q760S4,Pyropia suborbiculata,138,506.0,65.22,80.43,5.06629e-66
16,swissprot,P24683,P25458,Antithamnion sp.,138,506.0,65.94,80.43,6.59073e-66
17,swissprot,P24683,Q760R4,Neoporphyra haitanensis,138,498.0,63.77,81.16,8.19814e-65
18,swissprot,P24683,O22024,Cyanidioschyzon merolae strain 10D,138,490.0,63.04,78.99,1.51265e-63
19,swissprot,P24683,P37394,Cyanidium caldarium,138,487.0,62.32,79.71,4.47603e-63
20,swissprot,P24683,Q59102,Cupriavidus necator H16,139,486.0,59.71,76.98,7.65339e-63
1,swissprot,P27060,P27060,Cylindrotheca sp. (STRAIN N1),80,405.0,100.00,100.00,1.83692e-52
2,swissprot,P27060,A0T0F8,Phaeodactylum tricornutum CCAP 1055/1,76,241.0,57.89,73.68,2.01495e-27
3,swissprot,P27060,Q8DHS3,Thermosynechococcus vestitus BP-1,81,210.0,49.38,69.14,1.37508e-22
4,swissprot,P27060,A9WKH6,Chloroflexus aurantiacus J-10-fl,82,208.0,48.78,64.63,2.72586e-22
5,swissprot,P27060,B0U3X4,Xylella fastidiosa M12,79,204.0,51.90,74.68,1.05603e-21
6,swissprot,P27060,Q5L0Q4,Geobacillus kaustophilus HTA426,77,203.0,51.95,74.03,1.16698e-21
7,swissprot,P27060,Q5NN07,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,78,203.0,52.56,67.95,1.30835e-21
8,swissprot,P27060,Q2G8P0,Novosphingobium aromaticivorans DSM 12444,78,202.0,56.41,69.23,1.64678e-21
9,swissprot,P27060,A7NP13,Roseiflexus castenholzii DSM 13941,82,202.0,48.78,64.63,1.71641e-21
10,swissprot,P27060,A5URZ0,Roseiflexus sp. RS-1,82,201.0,48.78,63.41,2.87181e-21
11,swissprot,P27060,P58553,Nostoc sp. PCC 7120 = FACHB-418,84,201.0,48.81,69.05,3.38078e-21
12,swissprot,P27060,B4RAG3,Phenylobacterium zucineum HLK1,79,200.0,51.90,67.09,4.24458e-21
13,swissprot,P27060,B3E2J4,Trichlorobacter lovleyi SZ,77,199.0,51.95,68.83,4.29781e-21
14,swissprot,P27060,Q1GWG9,Sphingopyxis alaskensis RB2256,78,199.0,51.28,69.23,4.36561e-21
15,swissprot,P27060,Q2NBQ2,Erythrobacter litoralis HTCC2594,78,198.0,53.85,64.10,6.4759e-21
16,swissprot,P27060,B1LTE7,Methylobacterium radiotolerans JCM 2831,79,198.0,49.37,65.82,7.42038e-21
17,swissprot,P27060,A9W067,Methylorubrum extorquens PA1,78,198.0,50.00,66.67,7.71633e-21
18,swissprot,P27060,A7Z4L2,Bacillus velezensis FZB42,77,198.0,50.65,72.73,8.29257e-21
19,swissprot,P27060,A4VMS0,Pseudomonas stutzeri A1501,78,197.0,51.28,70.51,9.29559e-21
20,swissprot,P27060,O54439,Pseudomonas aeruginosa PAO1,78,197.0,51.28,70.51,1.09554e-20
1,swissprot,Q08584,Q08584,Phaeodactylum tricornutum,196,1028.0,100.00,100.00,9.99766e-144
2,swissprot,Q08584,Q41093,Phaeodactylum tricornutum,197,902.0,85.28,93.40,1.70349e-124
3,swissprot,Q08584,Q41094,Phaeodactylum tricornutum,197,782.0,83.25,91.88,3.66672e-106
4,swissprot,Q08584,Q08585,Phaeodactylum tricornutum,198,755.0,80.81,88.38,4.12366e-102
5,swissprot,Q08584,Q08587,Phaeodactylum tricornutum,197,701.0,72.08,83.76,8.8211e-94
6,swissprot,Q08584,Q08586,Phaeodactylum tricornutum,197,700.0,72.08,83.25,1.14731e-93
7,swissprot,Q08584,Q42395,Trieres chinensis,203,613.0,57.64,69.46,2.35579e-80
8,swissprot,Q08584,Q40296,Macrocystis pyrifera,217,539.0,49.77,59.91,7.58815e-69
9,swissprot,Q08584,Q40297,Macrocystis pyrifera,217,537.0,49.77,60.37,1.44488e-68
10,swissprot,Q08584,Q40300,Macrocystis pyrifera,211,520.0,48.34,60.19,3.47945e-66
11,swissprot,Q08584,Q40298,Macrocystis pyrifera,182,508.0,56.59,67.58,9.18523e-65
12,swissprot,Q08584,Q40299,Macrocystis pyrifera,216,507.0,47.22,57.87,3.77328e-64
13,swissprot,Q08584,Q40301,Macrocystis pyrifera,212,486.0,46.70,56.60,6.16221e-61
14,swissprot,Q08584,P55738,Amphidinium carterae,102,204.0,43.14,57.84,8.2811e-20
15,swissprot,Q08584,A0A4Y1YQ38,Chattonella marina var. antiqua,218,135.0,27.06,40.83,7.41081e-09
16,swissprot,Q08584,P0DO18,Chlamydomonas reinhardtii,259,109.0,21.24,32.05,3.6252e-05
17,swissprot,Q08584,P93664,Chlamydomonas reinhardtii,253,105.0,18.18,26.88,0.000120043
18,swissprot,Q08584,Q03965,Chlamydomonas moewusii,270,103.0,17.41,26.30,0.000201253
19,swissprot,Q08584,Q9S7W1,Arabidopsis thaliana,276,102.0,8.33,10.14,0.000309084
20,swissprot,Q08584,Q39709,Isochrysis galbana,208,99.0,15.38,20.67,0.000493369
1,swissprot,Q08585,Q08585,Phaeodactylum tricornutum,198,1021.0,100.00,100.00,1.69562e-142
2,swissprot,Q08585,Q41093,Phaeodactylum tricornutum,197,847.0,82.23,89.34,4.65166e-116
3,swissprot,Q08585,Q08584,Phaeodactylum tricornutum,196,842.0,81.63,89.29,3.16234e-115
4,swissprot,Q08585,Q41094,Phaeodactylum tricornutum,197,757.0,82.23,88.83,2.25887e-102
5,swissprot,Q08585,Q08587,Phaeodactylum tricornutum,197,707.0,76.14,84.26,9.99272e-95
6,swissprot,Q08585,Q08586,Phaeodactylum tricornutum,197,706.0,76.14,83.76,1.24399e-94
7,swissprot,Q08585,Q42395,Trieres chinensis,203,607.0,58.13,68.97,1.74358e-79
8,swissprot,Q08585,Q40296,Macrocystis pyrifera,217,534.0,50.23,60.83,3.68836e-68
9,swissprot,Q08585,Q40297,Macrocystis pyrifera,217,532.0,50.23,61.29,7.6629e-68
10,swissprot,Q08585,Q40300,Macrocystis pyrifera,211,521.0,52.61,63.03,3.51092e-66
11,swissprot,Q08585,Q40298,Macrocystis pyrifera,182,501.0,57.14,68.68,1.19316e-63
12,swissprot,Q08585,Q40299,Macrocystis pyrifera,216,501.0,48.15,58.80,3.96916e-63
13,swissprot,Q08585,Q40301,Macrocystis pyrifera,212,483.0,47.64,58.02,2.10568e-60
14,swissprot,Q08585,P55738,Amphidinium carterae,102,197.0,43.14,54.90,7.33582e-19
