Protein1,Protein2,DB,Organism,Length,Score,Identities,Positives,E
B7G816,B8BYH3,SP,Thalassiosira pseudonana ,706,3242,76.6,90.4,1.8e-119
B7G816,B9F2U5,SP,Oryza sativa subsp. japonica ,680,2677,65.3,84.1,1.5e-97
B7G816,B8AI54,SP,Oryza sativa subsp. indica ,636,2668,66.4,85.4,3.2e-97
B7G816,A1WMW4,SP,Verminephrobacter eiseniae (strain EF01-2) ,602,2254,54.8,81.7,3.7e-81
B7G816,A9BNJ8,SP,Delftia acidovorans (strain DSM 14801 / SPH-1) ,602,2248,55.1,82.0,6.3e-81
B7G816,A1WAW8,SP,Acidovorax sp. (strain JS42) ,602,2239,54.6,82.0,1.4e-80
B7G816,B9MDP9,SP,Acidovorax ebreus (strain TPSY) ,602,2238,54.6,81.8,1.5e-80
B7G816,C5CSF2,SP,Variovorax paradoxus (strain S110) ,603,2237,54.5,81.5,1.7e-80
B7G816,Q126K0,SP,Polaromonas sp. (strain JS666 / ATCC BAA-500) ,603,2227,54.3,81.1,4.1e-80
B7G816,A1TLE7,SP,Acidovorax citrulli (strain AAC00-1) ,602,2211,54.5,81.0,1.7e-79
B7G816,A4SVW0,SP,Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) ,601,2209,52.8,81.6,2e-79
B7G816,B1XZN0,SP,Leptothrix cholodnii (strain ATCC 51168 / LMG 8142 / SP-6) ,602,2207,53.1,81.0,2.4e-79
B7G816,B1XTL2,SP,Polynucleobacter necessarius subsp. necessarius (strain STIR1) ,601,2205,53.0,81.6,2.9e-79
B7G816,P9WK96,SP,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) ,653,2199,54.1,80.3,5.4e-79
B7G816,A1KL96,SP,Mycobacterium bovis (strain BCG / Pasteur 1173P2) ,653,2199,54.1,80.3,5.4e-79
B7G816,P65270,SP,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) ,653,2199,54.1,80.3,5.4e-79
B7G816,P9WK97,SP,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) ,653,2199,54.1,80.3,5.4e-79
B7G816,C1AQW9,SP,Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019) ,653,2199,54.1,80.3,5.4e-79
B7G816,A5U598,SP,Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra) ,653,2199,54.1,80.3,5.4e-79
B7GCG7,B7GCG7,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,133,861,100.0,100.0,1.4e-55
B7GCG7,Q9ZWT2,SP,Arabidopsis thaliana ,140,316,43.9,69.8,4.8e-16
B7GCG7,P49098,SP,Nicotiana tabacum ,136,314,42.6,69.5,6.5e-16
B7GCG7,P49097,SP,Cuscuta reflexa ,135,299,40.7,67.5,7.9e-15
B7GCG7,Q9P5L0,SP,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) ,139,300,44.0,68.1,9.6e-15
B7GCG7,Q874I5,SP,Candida tropicalis ,129,297,42.1,72.2,1e-14
B7GCG7,Q9HFV1,SP,Rhizopus stolonifer ,131,296,41.4,67.7,1.3e-14
B7GCG7,P49099,SP,Nicotiana tabacum ,135,294,39.0,71.3,1.8e-14
B7GCG7,P49100,SP,Oryza sativa subsp. japonica ,137,290,38.3,66.7,3.6e-14
B7GCG7,Q9Y706,SP,Mortierella alpina ,130,288,40.6,66.4,4.7e-14
B7GCG7,O04354,SP,Borago officinalis ,132,287,40.3,68.1,5.7e-14
B7GCG7,P40934,SP,Brassica oleracea var. botrytis ,134,287,38.9,69.8,5.8e-14
B7GCG7,P40312,SP,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) ,120,282,37.9,67.7,1.2e-13
B7GCG7,O48845,SP,Arabidopsis thaliana ,134,279,38.7,67.2,2.2e-13
B7GCG7,Q42342,SP,Arabidopsis thaliana ,134,279,35.5,67.7,2.2e-13
B7GCG7,P00174,SP,Gallus gallus ,138,271,32.3,66.2,8.7e-13
B7GCG7,Q9V4N3,SP,Drosophila melanogaster ,134,269,34.1,68.9,1.2e-12
B7GCG7,P00172,SP,Sus scrofa ,134,268,35.6,67.4,1.4e-12
B7GCG7,P56395,SP,Mus musculus ,134,267,36.9,66.2,1.6e-12
B7GCG7,P00171,SP,Bos taurus ,134,267,37.3,64.9,1.6e-12
B7GDS0,B7GDS0,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,583,3767,100.0,100.0,0.0
B7GDS0,P73276,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,434,184,23.5,46.9,0.00063
B7GDS0,P19906,SP,Vibrio alginolyticus ,350,133,27.9,55.9,0.28
B7GDS0,F4HVG8,SP,Arabidopsis thaliana ,611,156,21.2,51.7,0.38
B7GDS0,Q8DMC5,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,385,188,25.9,51.9,2.6
B7GDS0,D0ZPH9,SP,Salmonella typhimurium (strain 14028s / SGSC 2262) ,788,138,25.4,49.9,2.8
B7GDS0,P0CE12,SP,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) ,788,138,25.4,49.9,2.8
B7GDS0,Q9ERC3,SP,Mus musculus ,197,113,24.6,56.3,3.1
B7GDS0,Q83RR1,SP,Shigella flexneri ,486,161,25.4,52.5,3.1
B7GDS0,Q8FIB8,SP,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) ,486,161,25.4,52.5,3.1
B7GDS0,Q8X739,SP,Escherichia coli O157:H7 ,486,163,25.4,52.5,3.1
B7GDS0,P23837,SP,Escherichia coli (strain K12) ,486,161,25.4,52.5,3.1
B7GDS0,Q1XGE2,SP,Aspergillus oryzae (strain ATCC 42149 / RIB 40) ,345,117,21.1,54.0,3.6
B7GDS0,P28788,SP,Proteus hauseri ,348,114,35.6,58.9,4.9
B7GDS0,P0AFB7,SP,Shigella flexneri ,349,125,25.9,53.2,5.8
B7GDS0,P0AFB6,SP,Escherichia coli O157:H7 ,349,125,25.9,53.2,5.8
B7GDS0,P0AFB5,SP,Escherichia coli (strain K12) ,349,125,25.9,53.2,5.8
B7GDS0,Q01Q46,SP,Solibacter usitatus (strain Ellin6076) ,442,115,28.9,55.3,5.9
B7GDS0,P06218,SP,Klebsiella oxytoca ,349,121,29.8,58.9,6.7
B7GDS0,P0A2D9,SP,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) ,349,119,30.6,58.2,6.7
P10887,P10887,SP,Nitzschia alba ,32,197,100.0,100.0,2.2e-13
P10887,P83373,SP,Fragaria ananassa ,339,158,75.0,93.8,2.5e-08
P10887,P32419,SP,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) ,343,156,74.2,93.5,4e-08
P10887,Q43744,SP,Brassica napus ,341,154,71.9,90.6,6.4e-08
P10887,Q9ZP06,SP,Arabidopsis thaliana ,341,154,71.9,90.6,6.4e-08
P10887,P46487,SP,Eucalyptus gunnii ,347,154,71.9,93.8,6.5e-08
P10887,Q9LKA3,SP,Arabidopsis thaliana ,341,153,71.9,90.6,8.2e-08
P10887,P17783,SP,Citrullus lanatus ,347,153,71.9,93.8,8.3e-08
P10887,Q42686,SP,Chlamydomonas reinhardtii ,373,153,71.9,90.6,8.9e-08
P10887,Q9SN86,SP,Arabidopsis thaliana ,403,147,74.2,87.1,4e-07
P10887,P83778,SP,Candida albicans (strain SC5314 / ATCC MYA-2876) ,337,145,71.0,90.3,5.4e-07
P10887,P00346,SP,Sus scrofa ,338,143,74.2,90.3,8.8e-07
P10887,P04636,SP,Rattus norvegicus ,338,143,74.2,90.3,8.8e-07
P10887,Q5NVR2,SP,Pongo abelii ,338,143,74.2,90.3,8.8e-07
P10887,Q4R568,SP,Macaca fascicularis ,338,143,74.2,90.3,8.8e-07
P10887,K0J107,SP,Felis catus ,338,143,74.2,90.3,8.8e-07
P10887,P40926,SP,Homo sapiens ,338,143,74.2,90.3,8.8e-07
P10887,Q32LG3,SP,Bos taurus ,338,143,74.2,90.3,8.8e-07
P10887,P08249,SP,Mus musculus ,338,143,74.2,90.3,8.8e-07
P10887,Q9Y7R8,SP,Schizosaccharomyces pombe (strain 972 / ATCC 24843) ,341,139,67.7,93.5,2.3e-06
P24673,P24673,SP,Cylindrotheca sp. (strain N1) ,490,3259,100.0,100.0,0.0
P24673,A0T0N6,SP,Thalassiosira pseudonana ,490,3100,93.3,98.4,2.1e-209
P24673,P49520,SP,Trieres chinensis ,490,3091,92.9,98.4,8.8e-209
P24673,O98945,SP,Detonula confervacea ,490,3087,92.2,98.4,1.7e-208
P24673,Q9TK52,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,490,3083,91.8,98.2,3.2e-208
P24673,O98947,SP,Thalassiosira nordenskioeldii ,490,3057,91.8,98.0,2.1e-206
P24673,P14959,SP,Olisthodiscus luteus ,488,2888,85.5,95.9,1.5e-194
P24673,Q09119,SP,Porphyridium aerugineum ,488,2861,85.9,94.9,1.1e-192
P24673,Q85G81,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,488,2830,84.5,94.9,1.7e-190
P24673,Q760R7,SP,Porphyra umbilicalis ,488,2805,83.7,94.1,9.5e-189
P24673,Q760T5,SP,Neopyropia yezoensis ,488,2804,83.3,94.3,1.1e-188
P24673,Q760S7,SP,Neoporphyra dentata ,488,2804,83.3,94.3,1.1e-188
P24673,Q760R9,SP,Neopyropia katadae ,488,2804,83.3,94.3,1.1e-188
P24673,P23651,SP,Pylaiella littoralis ,488,2804,83.4,94.9,1.1e-188
P24673,Q760R5,SP,Neoporphyra haitanensis ,488,2802,83.3,94.3,1.5e-188
P24673,P50255,SP,Pyropia suborbiculata ,488,2800,83.1,94.3,2.1e-188
P24673,P51226,SP,Porphyra purpurea ,488,2799,83.5,93.9,2.5e-188
P24673,P24313,SP,Ectocarpus siliculosus ,488,2796,82.6,95.3,4e-188
P24673,Q6B8P0,SP,Gracilaria tenuistipitata var. liui ,488,2793,83.9,94.3,6.6e-188
P24673,P37393,SP,Cyanidium caldarium ,488,2790,83.7,94.3,1.1e-187
P24683,P24683,SP,Cylindrotheca sp. (strain N1) ,139,973,100.0,100.0,1.9e-66
P24683,O98948,SP,Thalassiosira nordenskioeldii ,139,873,86.3,97.1,6.7e-59
P24683,O98946,SP,Detonula confervacea ,139,862,87.8,96.4,4.5e-58
P24683,P49521,SP,Trieres chinensis ,139,848,86.3,94.2,5.1e-57
P24683,P23652,SP,Pylaiella littoralis ,139,768,76.3,90.6,5.5e-51
P24683,P24395,SP,Ectocarpus siliculosus ,139,761,74.8,91.4,1.9e-50
P24683,P51227,SP,Porphyra purpurea ,138,674,66.2,87.1,6.6e-44
P24683,Q09125,SP,Porphyridium aerugineum ,138,665,66.9,86.3,3.2e-43
P24683,P14960,SP,Guillardia theta ,139,664,69.3,85.0,3.8e-43
P24683,Q08052,SP,Chrysotila carterae ,139,660,62.6,85.6,7.6e-43
P24683,P14961,SP,Olisthodiscus luteus ,139,658,63.3,86.3,1.1e-42
P24683,P25458,SP,Antithamnion sp. ,138,654,65.5,87.1,2.1e-42
P24683,Q760S6,SP,Neoporphyra dentata ,138,650,64.7,86.3,4.3e-42
P24683,Q760R8,SP,Neopyropia katadae ,138,649,64.7,85.6,5.1e-42
P24683,Q760T4,SP,Neopyropia yezoensis ,138,649,64.7,85.6,5.1e-42
P24683,Q760S4,SP,Pyropia suborbiculata ,138,644,64.7,84.9,1.2e-41
P24683,Q760R4,SP,Neoporphyra haitanensis ,138,639,63.3,85.6,2.9e-41
P24683,O22024,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,138,631,62.6,85.6,1.2e-40
P24683,P37394,SP,Cyanidium caldarium ,138,625,61.9,86.3,3.3e-40
P24683,P09658,SP,Cupriavidus necator ,139,612,59.7,87.1,3.2e-39
P27060,P27060,SP,Cylindrotheca sp. (strain N1) ,80,492,100.0,100.0,7.3e-30
P27060,A0T0F8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,76,304,59.5,90.5,5.3e-16
P27060,Q8DHS3,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,81,264,52.6,86.8,5.1e-13
P27060,A9WKH6,SP,Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl) ,82,259,58.0,87.0,1.2e-12
P27060,B9LDT1,SP,Chloroflexus aurantiacus (strain ATCC 29364 / DSM 637 / Y-400-fl) ,82,259,58.0,87.0,1.2e-12
P27060,Q2G8P0,SP,Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199) ,78,258,57.1,81.8,1.4e-12
P27060,B3E2J4,SP,Trichlorobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ) ,77,257,54.8,83.6,1.6e-12
P27060,Q5L0Q4,SP,Geobacillus kaustophilus (strain HTA426) ,77,257,51.9,81.8,1.6e-12
P27060,Q5NN07,SP,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4) ,78,257,55.4,85.1,1.6e-12
P27060,Q1GWG9,SP,Sphingopyxis alaskensis (strain DSM 13593 / LMG 18877 / RB2256) ,78,255,54.5,83.1,2.3e-12
P27060,P63448,SP,Xylella fastidiosa (strain 9a5c) ,79,255,52.6,80.8,2.3e-12
P27060,P63449,SP,Xylella fastidiosa (strain Temecula1 / ATCC 700964) ,79,255,52.6,80.8,2.3e-12
P27060,B0U3X4,SP,Xylella fastidiosa (strain M12) ,79,255,52.6,80.8,2.3e-12
P27060,B4RAG3,SP,Phenylobacterium zucineum (strain HLK1) ,79,255,53.2,83.1,2.3e-12
P27060,B2I798,SP,Xylella fastidiosa (strain M23) ,79,255,52.6,80.8,2.3e-12
P27060,A7NP13,SP,Roseiflexus castenholzii (strain DSM 13941 / HLO8) ,82,255,55.6,83.3,2.4e-12
P27060,P58553,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,84,254,53.2,85.7,2.9e-12
P27060,Q2NBQ2,SP,Erythrobacter litoralis (strain HTCC2594) ,78,253,56.8,81.1,3.2e-12
P27060,A5URZ0,SP,Roseiflexus sp. (strain RS-1) ,82,253,55.6,81.9,3.4e-12
P27060,P80643,SP,Bacillus subtilis (strain 168) ,77,252,51.3,80.3,3.8e-12
Q08584,Q08584,SP,Phaeodactylum tricornutum ,196,1284,100.0,100.0,1e-82
Q08584,Q41093,SP,Phaeodactylum tricornutum ,197,1132,85.7,96.4,4.3e-72
Q08584,Q41094,SP,Phaeodactylum tricornutum ,197,1099,83.7,95.4,8.8e-70
Q08584,Q08585,SP,Phaeodactylum tricornutum ,198,1061,81.6,93.9,4e-67
Q08584,Q08586,SP,Phaeodactylum tricornutum ,197,948,72.1,91.9,3.2e-59
Q08584,Q08587,SP,Phaeodactylum tricornutum ,197,946,72.1,91.9,4.4e-59
Q08584,Q42395,SP,Trieres chinensis ,203,843,65.2,87.4,7.1e-52
Q08584,Q40296,SP,Macrocystis pyrifera ,217,693,57.7,78.1,2.4e-41
Q08584,Q40297,SP,Macrocystis pyrifera ,217,689,58.2,78.6,4.5e-41
Q08584,Q40300,SP,Macrocystis pyrifera ,211,668,58.2,83.0,1.3e-39
Q08584,Q40298,SP,Macrocystis pyrifera ,182,659,62.0,85.5,4.5e-39
Q08584,Q40299,SP,Macrocystis pyrifera ,216,654,55.9,78.5,1.2e-38
Q08584,Q40301,SP,Macrocystis pyrifera ,212,620,57.6,80.8,2.9e-36
Q08584,P55738,SP,Amphidinium carterae ,102,274,43.6,72.3,1.8e-12
Q08584,A0A4Y1YQ38,SP,Chattonella marina var. antiqua ,218,209,29.1,60.7,6.8e-07
Q08584,P0DO18,SP,Chlamydomonas reinhardtii ,259,175,26.6,56.3,5.5e-05
Q08584,P0DO19,SP,Chlamydomonas reinhardtii ,259,175,26.6,56.3,5.5e-05
Q08584,Q39709,SP,Isochrysis galbana ,208,161,27.8,57.1,0.00034
Q08584,P93664,SP,Chlamydomonas reinhardtii ,253,161,27.4,56.0,0.00083
Q08584,Q03965,SP,Chlamydomonas moewusii ,270,156,26.9,57.9,0.0017
Q08585,Q08585,SP,Phaeodactylum tricornutum ,198,1288,100.0,100.0,7.1e-82
Q08585,Q41093,SP,Phaeodactylum tricornutum ,197,1072,82.7,93.4,5.7e-67
Q08585,Q41094,SP,Phaeodactylum tricornutum ,197,1072,82.7,93.9,5.7e-67
Q08585,Q08584,SP,Phaeodactylum tricornutum ,196,1061,81.6,93.9,3.3e-66
Q08585,Q08586,SP,Phaeodactylum tricornutum ,197,974,76.1,91.9,3.3e-60
Q08585,Q08587,SP,Phaeodactylum tricornutum ,197,972,76.1,91.9,4.6e-60
Q08585,Q42395,SP,Trieres chinensis ,203,844,65.7,86.9,3.3e-51
Q08585,Q40296,SP,Macrocystis pyrifera ,217,687,58.2,78.6,2.4e-40
Q08585,Q40297,SP,Macrocystis pyrifera ,217,685,58.7,79.1,3.3e-40
Q08585,Q40300,SP,Macrocystis pyrifera ,211,670,59.7,82.3,3.5e-39
Q08585,Q40298,SP,Macrocystis pyrifera ,182,650,62.7,84.9,7.1e-38
Q08585,Q40299,SP,Macrocystis pyrifera ,216,645,58.8,80.2,1.9e-37
Q08585,Q40301,SP,Macrocystis pyrifera ,212,613,58.7,80.2,3e-35
Q08585,P55738,SP,Amphidinium carterae ,102,267,45.9,70.4,9.8e-12
Q08585,A0A4Y1YQ38,SP,Chattonella marina var. antiqua ,218,215,28.7,56.5,1.6e-06
Q08585,Q39709,SP,Isochrysis galbana ,208,174,28.7,56.4,6e-05
Q08585,P0DO19,SP,Chlamydomonas reinhardtii ,259,167,27.9,54.1,0.00044
Q08585,P0DO18,SP,Chlamydomonas reinhardtii ,259,167,27.9,54.1,0.00044
Q08585,P93664,SP,Chlamydomonas reinhardtii ,253,154,27.2,54.4,0.0034
Q08585,Q03965,SP,Chlamydomonas moewusii ,270,155,29.9,57.8,0.0051
Q08586,Q08586,SP,Phaeodactylum tricornutum ,197,1274,100.0,100.0,3.2e-84
Q08586,Q08587,SP,Phaeodactylum tricornutum ,197,1254,98.5,100.0,8.7e-83
Q08586,Q41094,SP,Phaeodactylum tricornutum ,197,1010,78.7,92.4,2.7e-65
Q08586,Q41093,SP,Phaeodactylum tricornutum ,197,986,76.6,91.4,1.4e-63
Q08586,Q08585,SP,Phaeodactylum tricornutum ,198,974,76.1,91.9,1e-62
Q08586,Q08584,SP,Phaeodactylum tricornutum ,196,948,72.1,91.9,7.5e-61
Q08586,Q42395,SP,Trieres chinensis ,203,828,62.6,87.9,3.1e-52
Q08586,Q40296,SP,Macrocystis pyrifera ,217,641,53.5,79.7,8.6e-39
Q08586,Q40297,SP,Macrocystis pyrifera ,217,637,54.0,80.2,1.7e-38
Q08586,Q40300,SP,Macrocystis pyrifera ,211,626,55.6,81.8,9.9e-38
Q08586,Q40298,SP,Macrocystis pyrifera ,182,612,58.7,85.0,8.3e-37
Q08586,Q40299,SP,Macrocystis pyrifera ,216,613,52.2,78.6,8.7e-37
Q08586,Q40301,SP,Macrocystis pyrifera ,212,609,56.2,80.0,1.6e-36
Q08586,P55738,SP,Amphidinium carterae ,102,253,43.4,73.7,2.3e-11
Q08586,P0DO19,SP,Chlamydomonas reinhardtii ,259,233,30.7,58.3,1.9e-09
Q08586,P0DO18,SP,Chlamydomonas reinhardtii ,259,233,30.7,58.3,1.9e-09
Q08586,P93664,SP,Chlamydomonas reinhardtii ,253,220,32.2,57.3,1.6e-08
Q08586,A0A4Y1YQ38,SP,Chattonella marina var. antiqua ,218,227,31.7,62.4,2.5e-08
Q08586,Q03965,SP,Chlamydomonas moewusii ,270,200,30.0,55.2,4.6e-07
Q08586,Q39709,SP,Isochrysis galbana ,208,191,30.4,57.1,1.5e-06
Q08587,Q08587,SP,Phaeodactylum tricornutum ,197,1267,100.0,100.0,6.3e-82
Q08587,Q08586,SP,Phaeodactylum tricornutum ,197,1254,98.5,100.0,5.1e-81
Q08587,Q41094,SP,Phaeodactylum tricornutum ,197,1008,78.7,92.4,9.7e-64
Q08587,Q41093,SP,Phaeodactylum tricornutum ,197,984,76.6,91.4,4.7e-62
Q08587,Q08585,SP,Phaeodactylum tricornutum ,198,972,76.1,91.9,3.3e-61
Q08587,Q08584,SP,Phaeodactylum tricornutum ,196,946,72.1,91.9,2.2e-59
Q08587,Q42395,SP,Trieres chinensis ,203,830,63.1,87.4,3.2e-51
Q08587,Q40296,SP,Macrocystis pyrifera ,217,648,54.0,80.2,2.1e-38
Q08587,Q40297,SP,Macrocystis pyrifera ,217,644,54.5,80.7,4e-38
Q08587,Q40300,SP,Macrocystis pyrifera ,211,632,55.6,82.4,2.7e-37
Q08587,Q40298,SP,Macrocystis pyrifera ,182,619,59.3,85.6,1.8e-36
Q08587,Q40299,SP,Macrocystis pyrifera ,216,620,52.7,79.1,1.9e-36
Q08587,Q40301,SP,Macrocystis pyrifera ,212,615,56.2,80.5,4.2e-36
Q08587,P55738,SP,Amphidinium carterae ,102,258,44.4,73.7,2.1e-11
Q08587,P0DO19,SP,Chlamydomonas reinhardtii ,259,230,30.2,58.8,5.9e-09
Q08587,P0DO18,SP,Chlamydomonas reinhardtii ,259,230,30.2,58.8,5.9e-09
Q08587,P93664,SP,Chlamydomonas reinhardtii ,253,217,31.6,57.9,4.7e-08
Q08587,A0A4Y1YQ38,SP,Chattonella marina var. antiqua ,218,226,31.2,62.9,5.4e-08
Q08587,Q03965,SP,Chlamydomonas moewusii ,270,193,29.1,55.7,2.4e-06
Q08587,Q39709,SP,Isochrysis galbana ,208,186,30.4,57.1,5.6e-06
Q39493,Q39493,SP,Cylindrotheca fusiformis ,624,4040,100.0,100.0,3.7e-196
Q39493,Q6S004,SP,Dictyostelium discoideum ,1030,941,30.4,64.1,3.5e-38
Q39493,Q6NWW5,SP,Mus musculus ,1356,840,41.1,70.8,9e-35
Q39493,Q5T7B8,SP,Homo sapiens ,1368,814,41.4,71.5,1.8e-33
Q39493,Q940Y8,SP,Arabidopsis thaliana ,684,942,33.9,66.7,2.4e-30
Q39493,B9EY52,SP,Oryza sativa subsp. japonica ,707,938,34.4,64.7,3.6e-29
Q39493,Q9WV63,SP,Rattus norvegicus ,705,979,35.2,65.9,8.2e-28
Q39493,Q960Z0,SP,Drosophila melanogaster ,805,946,32.1,63.4,9.6e-28
Q39493,Q922S8,SP,Mus musculus ,721,958,35.2,64.1,1.2e-27
Q39493,P28740,SP,Mus musculus ,705,978,35.2,65.9,1.7e-27
Q39493,O00139,SP,Homo sapiens ,706,976,35.0,65.9,2.1e-27
Q39493,Q5ZKV8,SP,Gallus gallus ,706,970,35.0,65.5,2.3e-27
Q39493,Q8C0N1,SP,Mus musculus ,668,973,41.4,71.5,2.5e-27
Q39493,Q5R9Y9,SP,Pongo abelii ,744,1022,33.4,63.8,3.5e-27
Q39493,Q2NL05,SP,Bos taurus ,660,973,34.5,66.0,3.9e-27
Q39493,Q5XI51,SP,Rattus norvegicus ,664,970,40.9,71.3,4.4e-27
Q39493,P70096,SP,Cricetulus griseus ,718,953,35.2,64.2,5.4e-27
Q39493,A6H750,SP,Bos taurus ,683,970,39.5,68.3,6.4e-27
Q39493,Q99661,SP,Homo sapiens ,725,937,35.7,63.7,1.2e-26
Q39493,Q95LP1,SP,Macaca fascicularis ,671,935,35.4,63.3,1.4e-26
Q41075,Q41075,SP,Phaeodactylum tricornutum ,370,2291,100.0,100.0,2.8e-147
Q41075,Q06908,SP,Trieres chinensis ,370,1880,79.8,93.3,1.6e-119
Q41075,B0BZL3,SP,Acaryochloris marina (strain MBIC 11017) ,317,1135,58.5,82.1,2.7e-69
Q41075,B7KKR3,SP,Gloeothece citriformis (strain PCC 7424) ,314,1128,57.1,85.5,8e-69
Q41075,Q31RF0,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,316,1118,58.6,83.1,3.8e-68
Q41075,P08450,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,316,1114,58.3,83.1,7.1e-68
Q41075,Q3M9W1,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,315,1112,58.3,82.4,9.6e-68
Q41075,B8HPK2,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,315,1098,58.0,81.4,8.5e-67
Q41075,P12408,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,315,1096,57.7,81.4,1.2e-66
Q41075,B0JWV2,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,315,1085,55.0,83.3,6.4e-66
Q41075,B1WUI3,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,314,1082,55.4,82.7,1e-65
Q41075,Q112Z7,SP,Trichodesmium erythraeum (strain IMS101) ,314,1081,55.3,82.0,1.2e-65
Q41075,B7K5I9,SP,Rippkaea orientalis (strain PCC 8801) ,314,1075,55.6,82.0,3e-65
Q41075,Q2JSW2,SP,Synechococcus sp. (strain JA-3-3Ab) ,314,1075,55.8,81.3,3e-65
Q41075,Q2JIG1,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,314,1067,54.8,82.3,1.1e-64
Q41075,B2J059,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,315,1061,56.1,80.3,2.7e-64
Q41075,B1XHY7,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,314,1057,56.5,79.7,5e-64
Q41075,Q8DLU1,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,315,1053,54.5,81.4,9.3e-64
Q41075,Q05384,SP,Synechococcus sp. (strain PCC 6716) ,315,1050,54.2,80.8,1.5e-63
Q41075,P17253,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,314,1049,55.8,80.1,1.7e-63
Q41093,Q41093,SP,Phaeodactylum tricornutum ,197,1277,100.0,100.0,7.2e-82
Q41093,Q41094,SP,Phaeodactylum tricornutum ,197,1193,92.4,98.0,5.1e-76
Q41093,Q08584,SP,Phaeodactylum tricornutum ,196,1132,85.7,96.4,9e-72
Q41093,Q08585,SP,Phaeodactylum tricornutum ,198,1072,82.7,93.4,1.4e-67
Q41093,Q08586,SP,Phaeodactylum tricornutum ,197,986,76.6,91.4,1.3e-61
Q41093,Q08587,SP,Phaeodactylum tricornutum ,197,984,76.6,91.4,1.8e-61
Q41093,Q42395,SP,Trieres chinensis ,203,880,68.5,88.0,3.3e-54
Q41093,Q40296,SP,Macrocystis pyrifera ,217,688,58.7,77.6,8.3e-41
Q41093,Q40297,SP,Macrocystis pyrifera ,217,687,62.1,81.9,9.7e-41
Q41093,Q40300,SP,Macrocystis pyrifera ,211,664,59.6,82.0,3.7e-39
Q41093,Q40298,SP,Macrocystis pyrifera ,182,656,63.5,85.6,1.1e-38
Q41093,Q40299,SP,Macrocystis pyrifera ,216,648,59.0,80.9,5e-38
Q41093,Q40301,SP,Macrocystis pyrifera ,212,617,57.6,82.6,7e-36
Q41093,P55738,SP,Amphidinium carterae ,102,289,47.5,72.3,2e-13
Q41093,Q39709,SP,Isochrysis galbana ,208,201,31.1,56.6,6.3e-07
Q41093,A0A4Y1YQ38,SP,Chattonella marina var. antiqua ,218,201,29.3,57.7,9.2e-07
Q41093,P0DO19,SP,Chlamydomonas reinhardtii ,259,188,29.5,56.8,7.7e-06
Q41093,P0DO18,SP,Chlamydomonas reinhardtii ,259,188,29.5,56.8,7.7e-06
Q41093,P93664,SP,Chlamydomonas reinhardtii ,253,174,28.2,56.3,6e-05
Q41093,Q03965,SP,Chlamydomonas moewusii ,270,158,27.8,57.0,0.00085
